1;Bits = 1011100100111111;X = 47423;X_normalizado = 8.945143816281377;Fitness = -5.935807849996653
2;Bits = 1011100100111111;X = 47423;X_normalizado = 8.945143816281377;Fitness = -5.935807849996653
3;Bits = 1011100110111111;X = 47551;X_normalizado = 9.023270008392462;Fitness = -6.305673912291784
4;Bits = 1011100110111111;X = 47551;X_normalizado = 9.023270008392462;Fitness = -6.305673912291784
5;Bits = 1011100110111111;X = 47551;X_normalizado = 9.023270008392462;Fitness = -6.305673912291784
6;Bits = 1011100110111111;X = 47551;X_normalizado = 9.023270008392462;Fitness = -6.305673912291784
7;Bits = 1011100110111111;X = 47551;X_normalizado = 9.023270008392462;Fitness = -6.305673912291784
8;Bits = 1011101110111111;X = 48063;X_normalizado = 9.335774776836804;Fitness = -7.2988221984984385
9;Bits = 1011101110111111;X = 48063;X_normalizado = 9.335774776836804;Fitness = -7.2988221984984385
10;Bits = 1011101110111111;X = 48063;X_normalizado = 9.335774776836804;Fitness = -7.2988221984984385
11;Bits = 1011101110111111;X = 48063;X_normalizado = 9.335774776836804;Fitness = -7.2988221984984385
12;Bits = 1011101110111111;X = 48063;X_normalizado = 9.335774776836804;Fitness = -7.2988221984984385
13;Bits = 1011101110111111;X = 48063;X_normalizado = 9.335774776836804;Fitness = -7.2988221984984385
14;Bits = 1011101110111111;X = 48063;X_normalizado = 9.335774776836804;Fitness = -7.2988221984984385
15;Bits = 1011101110111111;X = 48063;X_normalizado = 9.335774776836804;Fitness = -7.2988221984984385
16;Bits = 1011101110111111;X = 48063;X_normalizado = 9.335774776836804;Fitness = -7.2988221984984385
17;Bits = 1011101110111111;X = 48063;X_normalizado = 9.335774776836804;Fitness = -7.2988221984984385
18;Bits = 1011101111111101;X = 48125;X_normalizado = 9.37361715114061;Fitness = -7.361352440590299
19;Bits = 1011101111111101;X = 48125;X_normalizado = 9.37361715114061;Fitness = -7.361352440590299
20;Bits = 1011101111111101;X = 48125;X_normalizado = 9.37361715114061;Fitness = -7.361352440590299
